,text,cleaned,filtered
49,"48,""b""""@mr_prs i see, you'd need to give us a call on 0333 200 9090 (24/7) and the team will be able to take a closer look\xe2\x80\xa6 https://t.co/mop2ic4ozp""""""","['48,""b""""@mr_prs', 'i', 'see,', ""you'd"", 'need', 'to', 'give', 'us', 'a', 'call', 'on', '0333', '200', '9090', '(24/7)', 'and', 'the', 'team', 'will', 'be', 'able', 'to', 'take', 'a', 'closer', 'look\\xe2\\x80\\xa6', 'https://t.co/mop2ic4ozp""""""']","['48,""b""""@mr_prs', 'see,', 'need', 'give', 'us', 'call', '0333', '200', '9090', '(24/7)', 'team', 'able', 'take', 'closer', 'look\\xe2\\x80\\xa6', 'https://t.co/mop2ic4ozp""""""']"
50,"49,""b""""@mr_prs hi there, thanks for your message. ah is this when you're trying to login to the barclaycard website? jo""""""","['49,""b""""@mr_prs', 'hi', 'there,', 'thanks', 'for', 'your', 'message.', 'ah', 'is', 'this', 'when', ""you're"", 'trying', 'to', 'login', 'to', 'the', 'barclaycard', 'website?', 'jo""""""']","['49,""b""""@mr_prs', 'hi', 'there,', 'thanks', 'message.', 'ah', 'trying', 'login', 'barclaycard', 'website?', 'jo""""""']"
51,"50,""b""""@paulrus00456941 hi paul, are you able to tell me what you're calling for and i can see if there is a way i can hel\xe2\x80\xa6 https://t.co/a0rlexdayj""""""","['50,""b""""@paulrus00456941', 'hi', 'paul,', 'are', 'you', 'able', 'to', 'tell', 'me', 'what', ""you're"", 'calling', 'for', 'and', 'i', 'can', 'see', 'if', 'there', 'is', 'a', 'way', 'i', 'can', 'hel\\xe2\\x80\\xa6', 'https://t.co/a0rlexdayj""""""']","['50,""b""""@paulrus00456941', 'hi', 'paul,', 'able', 'tell', 'calling', 'see', 'way', 'hel\\xe2\\x80\\xa6', 'https://t.co/a0rlexdayj""""""']"
52,"51,""b""""@lauren_brabin1 hi lauren, thanks for your message. oh no, we'd need to get you in a secure channel to be able to c\xe2\x80\xa6 https://t.co/usrl6umnov""""""","['51,""b""""@lauren_brabin1', 'hi', 'lauren,', 'thanks', 'for', 'your', 'message.', 'oh', 'no,', ""we'd"", 'need', 'to', 'get', 'you', 'in', 'a', 'secure', 'channel', 'to', 'be', 'able', 'to', 'c\\xe2\\x80\\xa6', 'https://t.co/usrl6umnov""""""']","['51,""b""""@lauren_brabin1', 'hi', 'lauren,', 'thanks', 'message.', 'oh', 'no,', ""we'd"", 'need', 'get', 'secure', 'channel', 'able', 'c\\xe2\\x80\\xa6', 'https://t.co/usrl6umnov""""""']"
53,"52,""b""""@kopite31 hey dean, thanks for your tweet, how're you today? are you trying to activate your card or register for t\xe2\x80\xa6 https://t.co/focjtcbucc""""""","['52,""b""""@kopite31', 'hey', 'dean,', 'thanks', 'for', 'your', 'tweet,', ""how're"", 'you', 'today?', 'are', 'you', 'trying', 'to', 'activate', 'your', 'card', 'or', 'register', 'for', 't\\xe2\\x80\\xa6', 'https://t.co/focjtcbucc""""""']","['52,""b""""@kopite31', 'hey', 'dean,', 'thanks', 'tweet,', ""how're"", 'today?', 'trying', 'activate', 'card', 'register', 't\\xe2\\x80\\xa6', 'https://t.co/focjtcbucc""""""']"
54,"53,""b""""@pt2537 we're here 24/7 if you do need us for anything, paul. jo""""""","['53,""b""""@pt2537', ""we're"", 'here', '24/7', 'if', 'you', 'do', 'need', 'us', 'for', 'anything,', 'paul.', 'jo""""""']","['53,""b""""@pt2537', ""we're"", '24/7', 'need', 'us', 'anything,', 'paul.', 'jo""""""']"
55,"54,""b""""straight outta newport \xe2\x80\x93 it's #goldielookinchain @theglc. check this out \xe2\x80\x93 you can catch them on their uk tour this\xe2\x80\xa6 https://t.co/gcexdx9fpw""""""","['54,""b""""straight', 'outta', 'newport', '\\xe2\\x80\\x93', ""it's"", '#goldielookinchain', '@theglc.', 'check', 'this', 'out', '\\xe2\\x80\\x93', 'you', 'can', 'catch', 'them', 'on', 'their', 'uk', 'tour', 'this\\xe2\\x80\\xa6', 'https://t.co/gcexdx9fpw""""""']","['54,""b""""straight', 'outta', 'newport', '\\xe2\\x80\\x93', '#goldielookinchain', '@theglc.', 'check', '\\xe2\\x80\\x93', 'catch', 'uk', 'tour', 'this\\xe2\\x80\\xa6', 'https://t.co/gcexdx9fpw""""""']"
56,"55,""b'@felion84 reading through the message that my colleague has sent, i can see that he was giving you the option to ca\xe2\x80\xa6 https://t.co/f2qr3ydhy2'""","['55,""b\'@felion84', 'reading', 'through', 'the', 'message', 'that', 'my', 'colleague', 'has', 'sent,', 'i', 'can', 'see', 'that', 'he', 'was', 'giving', 'you', 'the', 'option', 'to', 'ca\\xe2\\x80\\xa6', 'https://t.co/f2qr3ydhy2\'""']","['55,""b\'@felion84', 'reading', 'message', 'colleague', 'sent,', 'see', 'giving', 'option', 'ca\\xe2\\x80\\xa6', 'https://t.co/f2qr3ydhy2\'""']"
57,"56,b'@0trishaaa hi patricia. the funds should be in the account by the end of today :) andy.'","[""56,b'@0trishaaa"", 'hi', 'patricia.', 'the', 'funds', 'should', 'be', 'in', 'the', 'account', 'by', 'the', 'end', 'of', 'today', ':)', ""andy.'""]","[""56,b'@0trishaaa"", 'hi', 'patricia.', 'funds', 'account', 'end', 'today', ':)', ""andy.'""]"
58,"57,""b'@pt2537 hello paul, sorry for the late reply.  please come over to dm where the character count is higher.  i would\xe2\x80\xa6 https://t.co/mtivz6vwlx'""","['57,""b\'@pt2537', 'hello', 'paul,', 'sorry', 'for', 'the', 'late', 'reply.', 'please', 'come', 'over', 'to', 'dm', 'where', 'the', 'character', 'count', 'is', 'higher.', 'i', 'would\\xe2\\x80\\xa6', 'https://t.co/mtivz6vwlx\'""']","['57,""b\'@pt2537', 'hello', 'paul,', 'sorry', 'late', 'reply.', 'please', 'come', 'dm', 'character', 'count', 'higher.', 'would\\xe2\\x80\\xa6', 'https://t.co/mtivz6vwlx\'""']"
59,"58,b'@seifalian hi alexander. i am sorry you\xe2\x80\x99ve had issues getting that logged. did they manage to do it in the end? andy.'","[""58,b'@seifalian"", 'hi', 'alexander.', 'i', 'am', 'sorry', 'you\\xe2\\x80\\x99ve', 'had', 'issues', 'getting', 'that', 'logged.', 'did', 'they', 'manage', 'to', 'do', 'it', 'in', 'the', 'end?', ""andy.'""]","[""58,b'@seifalian"", 'hi', 'alexander.', 'sorry', 'you\\xe2\\x80\\x99ve', 'issues', 'getting', 'logged.', 'manage', 'end?', ""andy.'""]"
60,"59,""b'@seaninpinner please accept my apologies sean, can you dm me with more details of your problem please? thanks, dean. https://t.co/mpqb4etryv'""","['59,""b\'@seaninpinner', 'please', 'accept', 'my', 'apologies', 'sean,', 'can', 'you', 'dm', 'me', 'with', 'more', 'details', 'of', 'your', 'problem', 'please?', 'thanks,', 'dean.', 'https://t.co/mpqb4etryv\'""']","['59,""b\'@seaninpinner', 'please', 'accept', 'apologies', 'sean,', 'dm', 'details', 'problem', 'please?', 'thanks,', 'dean.', 'https://t.co/mpqb4etryv\'""']"
61,"60,""b""""@vcxehex hi cehe, i've responded to your dm about this. thanks, dean.""""""","['60,""b""""@vcxehex', 'hi', 'cehe,', ""i've"", 'responded', 'to', 'your', 'dm', 'about', 'this.', 'thanks,', 'dean.""""""']","['60,""b""""@vcxehex', 'hi', 'cehe,', ""i've"", 'responded', 'dm', 'this.', 'thanks,', 'dean.""""""']"
62,"61,""b""""@drcrockford i am sorry about this chris, i'll check our dm's now. thanks, dean.""""""","['61,""b""""@drcrockford', 'i', 'am', 'sorry', 'about', 'this', 'chris,', ""i'll"", 'check', 'our', ""dm's"", 'now.', 'thanks,', 'dean.""""""']","['61,""b""""@drcrockford', 'sorry', 'chris,', ""i'll"", 'check', ""dm's"", 'now.', 'thanks,', 'dean.""""""']"
63,"62,""b'@kharran hey, thanks for this. are you able to dm me your postcode so i can locate your account and feed this back\xe2\x80\xa6 https://t.co/m299qtb8u3'""","['62,""b\'@kharran', 'hey,', 'thanks', 'for', 'this.', 'are', 'you', 'able', 'to', 'dm', 'me', 'your', 'postcode', 'so', 'i', 'can', 'locate', 'your', 'account', 'and', 'feed', 'this', 'back\\xe2\\x80\\xa6', 'https://t.co/m299qtb8u3\'""']","['62,""b\'@kharran', 'hey,', 'thanks', 'this.', 'able', 'dm', 'postcode', 'locate', 'account', 'feed', 'back\\xe2\\x80\\xa6', 'https://t.co/m299qtb8u3\'""']"
64,"63,""b""""@kirstpe okay, i'd recommend you call our digital team on 0800 151 6300 to check this out further. thanks, dean.""""""","['63,""b""""@kirstpe', 'okay,', ""i'd"", 'recommend', 'you', 'call', 'our', 'digital', 'team', 'on', '0800', '151', '6300', 'to', 'check', 'this', 'out', 'further.', 'thanks,', 'dean.""""""']","['63,""b""""@kirstpe', 'okay,', ""i'd"", 'recommend', 'call', 'digital', 'team', '0800', '151', '6300', 'check', 'further.', 'thanks,', 'dean.""""""']"
65,"64,""b'@felion84 hi natalie, i am sorry you feel the need to complain. if you have cleared 80% of the balance then this wi\xe2\x80\xa6 https://t.co/ewgagnbtbr'""","['64,""b\'@felion84', 'hi', 'natalie,', 'i', 'am', 'sorry', 'you', 'feel', 'the', 'need', 'to', 'complain.', 'if', 'you', 'have', 'cleared', '80%', 'of', 'the', 'balance', 'then', 'this', 'wi\\xe2\\x80\\xa6', 'https://t.co/ewgagnbtbr\'""']","['64,""b\'@felion84', 'hi', 'natalie,', 'sorry', 'feel', 'need', 'complain.', 'cleared', '80%', 'balance', 'wi\\xe2\\x80\\xa6', 'https://t.co/ewgagnbtbr\'""']"
66,"65,""b""""@kirstpe apologies kirsten, no idea why that's happening. are you trying to set up the app? thanks, dean.""""""","['65,""b""""@kirstpe', 'apologies', 'kirsten,', 'no', 'idea', 'why', ""that's"", 'happening.', 'are', 'you', 'trying', 'to', 'set', 'up', 'the', 'app?', 'thanks,', 'dean.""""""']","['65,""b""""@kirstpe', 'apologies', 'kirsten,', 'idea', ""that's"", 'happening.', 'trying', 'set', 'app?', 'thanks,', 'dean.""""""']"
67,"66,""b'@kirstpe please accept my apologies kirsten, is this still happening? thanks, dean.'""","['66,""b\'@kirstpe', 'please', 'accept', 'my', 'apologies', 'kirsten,', 'is', 'this', 'still', 'happening?', 'thanks,', 'dean.\'""']","['66,""b\'@kirstpe', 'please', 'accept', 'apologies', 'kirsten,', 'still', 'happening?', 'thanks,', 'dean.\'""']"
68,"67,""b""""@ralohhi sorry to hear you don't like our app, can i check if you're a us or uk customer so i can point you to the\xe2\x80\xa6 https://t.co/7x0mogyyrw""""""","['67,""b""""@ralohhi', 'sorry', 'to', 'hear', 'you', ""don't"", 'like', 'our', 'app,', 'can', 'i', 'check', 'if', ""you're"", 'a', 'us', 'or', 'uk', 'customer', 'so', 'i', 'can', 'point', 'you', 'to', 'the\\xe2\\x80\\xa6', 'https://t.co/7x0mogyyrw""""""']","['67,""b""""@ralohhi', 'sorry', 'hear', 'like', 'app,', 'check', 'us', 'uk', 'customer', 'point', 'the\\xe2\\x80\\xa6', 'https://t.co/7x0mogyyrw""""""']"
69,"68,""b'@drcrockford please accept my apologies for this chris, have you managed to speak to our fraud team to get this loo\xe2\x80\xa6 https://t.co/aiyyq8mbol'""","['68,""b\'@drcrockford', 'please', 'accept', 'my', 'apologies', 'for', 'this', 'chris,', 'have', 'you', 'managed', 'to', 'speak', 'to', 'our', 'fraud', 'team', 'to', 'get', 'this', 'loo\\xe2\\x80\\xa6', 'https://t.co/aiyyq8mbol\'""']","['68,""b\'@drcrockford', 'please', 'accept', 'apologies', 'chris,', 'managed', 'speak', 'fraud', 'team', 'get', 'loo\\xe2\\x80\\xa6', 'https://t.co/aiyyq8mbol\'""']"
70,"69,""b'@hairymarmite no problem, well our telephony team are open 24 hours a day so it may be worth trying them a little later on.\n\n- dan'""","['69,""b\'@hairymarmite', 'no', 'problem,', 'well', 'our', 'telephony', 'team', 'are', 'open', '24', 'hours', 'a', 'day', 'so', 'it', 'may', 'be', 'worth', 'trying', 'them', 'a', 'little', 'later', 'on.\\n\\n-', 'dan\'""']","['69,""b\'@hairymarmite', 'problem,', 'well', 'telephony', 'team', 'open', '24', 'hours', 'day', 'may', 'worth', 'trying', 'little', 'later', 'on.\\n\\n-', 'dan\'""']"
71,"70,""b'@hairymarmite yes that should be okay, did the advisor state how long the systems are down for or when they recomme\xe2\x80\xa6 https://t.co/ri2cqceemv'""","['70,""b\'@hairymarmite', 'yes', 'that', 'should', 'be', 'okay,', 'did', 'the', 'advisor', 'state', 'how', 'long', 'the', 'systems', 'are', 'down', 'for', 'or', 'when', 'they', 'recomme\\xe2\\x80\\xa6', 'https://t.co/ri2cqceemv\'""']","['70,""b\'@hairymarmite', 'yes', 'okay,', 'advisor', 'state', 'long', 'systems', 'recomme\\xe2\\x80\\xa6', 'https://t.co/ri2cqceemv\'""']"
72,"71,""b'@felion84 hi natalie, if you need any help with this we do have a team set up within the business that can help you\xe2\x80\xa6 https://t.co/zyf7cs1vnu'""","['71,""b\'@felion84', 'hi', 'natalie,', 'if', 'you', 'need', 'any', 'help', 'with', 'this', 'we', 'do', 'have', 'a', 'team', 'set', 'up', 'within', 'the', 'business', 'that', 'can', 'help', 'you\\xe2\\x80\\xa6', 'https://t.co/zyf7cs1vnu\'""']","['71,""b\'@felion84', 'hi', 'natalie,', 'need', 'help', 'team', 'set', 'within', 'business', 'help', 'you\\xe2\\x80\\xa6', 'https://t.co/zyf7cs1vnu\'""']"
73,"72,b'@origemwilks hi there. we need to see a proof of income before we can agree a credit limit for any customers that d\xe2\x80\xa6 https://t.co/yyc1f2mlhk'","[""72,b'@origemwilks"", 'hi', 'there.', 'we', 'need', 'to', 'see', 'a', 'proof', 'of', 'income', 'before', 'we', 'can', 'agree', 'a', 'credit', 'limit', 'for', 'any', 'customers', 'that', 'd\\xe2\\x80\\xa6', ""https://t.co/yyc1f2mlhk'""]","[""72,b'@origemwilks"", 'hi', 'there.', 'need', 'see', 'proof', 'income', 'agree', 'credit', 'limit', 'customers', 'd\\xe2\\x80\\xa6', ""https://t.co/yyc1f2mlhk'""]"
74,"73,""b'@mccali99 hey there, sorry for the long hold time, which team are you trying to get through too? - dan'""","['73,""b\'@mccali99', 'hey', 'there,', 'sorry', 'for', 'the', 'long', 'hold', 'time,', 'which', 'team', 'are', 'you', 'trying', 'to', 'get', 'through', 'too?', '-', 'dan\'""']","['73,""b\'@mccali99', 'hey', 'there,', 'sorry', 'long', 'hold', 'time,', 'team', 'trying', 'get', 'too?', '-', 'dan\'""']"
75,"74,""b""""@kylefenn hey kyle. what a shame you've had to cancel a trip because of this awful virus, i hope that it wasn't som\xe2\x80\xa6 https://t.co/uq0c9zi3cr""""""","['74,""b""""@kylefenn', 'hey', 'kyle.', 'what', 'a', 'shame', ""you've"", 'had', 'to', 'cancel', 'a', 'trip', 'because', 'of', 'this', 'awful', 'virus,', 'i', 'hope', 'that', 'it', ""wasn't"", 'som\\xe2\\x80\\xa6', 'https://t.co/uq0c9zi3cr""""""']","['74,""b""""@kylefenn', 'hey', 'kyle.', 'shame', 'cancel', 'trip', 'awful', 'virus,', 'hope', 'som\\xe2\\x80\\xa6', 'https://t.co/uq0c9zi3cr""""""']"
76,"75,""b""""@jamieglackin1 hey jamie. i'm listening and am keen to know if there's anything that i can do with regards to the e\xe2\x80\xa6 https://t.co/uzvgraugmd""""""","['75,""b""""@jamieglackin1', 'hey', 'jamie.', ""i'm"", 'listening', 'and', 'am', 'keen', 'to', 'know', 'if', ""there's"", 'anything', 'that', 'i', 'can', 'do', 'with', 'regards', 'to', 'the', 'e\\xe2\\x80\\xa6', 'https://t.co/uzvgraugmd""""""']","['75,""b""""@jamieglackin1', 'hey', 'jamie.', ""i'm"", 'listening', 'keen', 'know', ""there's"", 'anything', 'regards', 'e\\xe2\\x80\\xa6', 'https://t.co/uzvgraugmd""""""']"
77,"76,""b""""@junkkmale no that doesn't sound like one of ours to be honest, thanks for flagging. - dan""""""","['76,""b""""@junkkmale', 'no', 'that', ""doesn't"", 'sound', 'like', 'one', 'of', 'ours', 'to', 'be', 'honest,', 'thanks', 'for', 'flagging.', '-', 'dan""""""']","['76,""b""""@junkkmale', 'sound', 'like', 'one', 'honest,', 'thanks', 'flagging.', '-', 'dan""""""']"
78,"77,b'@toomanyomars thanks for the feedback omar but at this moment in time there are no plans to use google pay at prese\xe2\x80\xa6 https://t.co/q9vji6l7jd'","[""77,b'@toomanyomars"", 'thanks', 'for', 'the', 'feedback', 'omar', 'but', 'at', 'this', 'moment', 'in', 'time', 'there', 'are', 'no', 'plans', 'to', 'use', 'google', 'pay', 'at', 'prese\\xe2\\x80\\xa6', ""https://t.co/q9vji6l7jd'""]","[""77,b'@toomanyomars"", 'thanks', 'feedback', 'omar', 'moment', 'time', 'plans', 'use', 'google', 'pay', 'prese\\xe2\\x80\\xa6', ""https://t.co/q9vji6l7jd'""]"
79,"78,b'@iam_ctina this is the first conversation that i can see for you christina but i would need you to pop over to dm. thanks. - dan'","[""78,b'@iam_ctina"", 'this', 'is', 'the', 'first', 'conversation', 'that', 'i', 'can', 'see', 'for', 'you', 'christina', 'but', 'i', 'would', 'need', 'you', 'to', 'pop', 'over', 'to', 'dm.', 'thanks.', '-', ""dan'""]","[""78,b'@iam_ctina"", 'first', 'conversation', 'see', 'christina', 'would', 'need', 'pop', 'dm.', 'thanks.', '-', ""dan'""]"
80,"79,""b""""@iam_ctina if you can pop over to dm for me i'll advise what can be done. thanks. - dan""""""","['79,""b""""@iam_ctina', 'if', 'you', 'can', 'pop', 'over', 'to', 'dm', 'for', 'me', ""i'll"", 'advise', 'what', 'can', 'be', 'done.', 'thanks.', '-', 'dan""""""']","['79,""b""""@iam_ctina', 'pop', 'dm', ""i'll"", 'advise', 'done.', 'thanks.', '-', 'dan""""""']"
81,"80,""b""""@dazzykbelfast yes the systems are up and running darren. if you still don't get through later on you are more than\xe2\x80\xa6 https://t.co/byf7gl4bl0""""""","['80,""b""""@dazzykbelfast', 'yes', 'the', 'systems', 'are', 'up', 'and', 'running', 'darren.', 'if', 'you', 'still', ""don't"", 'get', 'through', 'later', 'on', 'you', 'are', 'more', 'than\\xe2\\x80\\xa6', 'https://t.co/byf7gl4bl0""""""']","['80,""b""""@dazzykbelfast', 'yes', 'systems', 'running', 'darren.', 'still', 'get', 'later', 'than\\xe2\\x80\\xa6', 'https://t.co/byf7gl4bl0""""""']"
82,"81,""b""""@iam_ctina apologies i wish i could help but unfortunately i don't work on the disputes team so i cannot answer your question. - dan""""""","['81,""b""""@iam_ctina', 'apologies', 'i', 'wish', 'i', 'could', 'help', 'but', 'unfortunately', 'i', ""don't"", 'work', 'on', 'the', 'disputes', 'team', 'so', 'i', 'cannot', 'answer', 'your', 'question.', '-', 'dan""""""']","['81,""b""""@iam_ctina', 'apologies', 'wish', 'could', 'help', 'unfortunately', 'work', 'disputes', 'team', 'cannot', 'answer', 'question.', '-', 'dan""""""']"
83,"82,""b""""@dazzykbelfast i can't arrange a callback from the team i'm afraid darren, you'll need to hang on the line. - dan""""""","['82,""b""""@dazzykbelfast', 'i', ""can't"", 'arrange', 'a', 'callback', 'from', 'the', 'team', ""i'm"", 'afraid', 'darren,', ""you'll"", 'need', 'to', 'hang', 'on', 'the', 'line.', '-', 'dan""""""']","['82,""b""""@dazzykbelfast', ""can't"", 'arrange', 'callback', 'team', ""i'm"", 'afraid', 'darren,', 'need', 'hang', 'line.', '-', 'dan""""""']"
84,"83,b'@iam_ctina @bbcintrolancs @theharaband hi christina. apologies if you are having issues getting through to our disp\xe2\x80\xa6 https://t.co/nox90visa6'","[""83,b'@iam_ctina"", '@bbcintrolancs', '@theharaband', 'hi', 'christina.', 'apologies', 'if', 'you', 'are', 'having', 'issues', 'getting', 'through', 'to', 'our', 'disp\\xe2\\x80\\xa6', ""https://t.co/nox90visa6'""]","[""83,b'@iam_ctina"", '@bbcintrolancs', '@theharaband', 'hi', 'christina.', 'apologies', 'issues', 'getting', 'disp\\xe2\\x80\\xa6', ""https://t.co/nox90visa6'""]"
85,"84,""b'@dazzykbelfast apologies darren, they are busier than anticipated but please bear with them.  - dan'""","['84,""b\'@dazzykbelfast', 'apologies', 'darren,', 'they', 'are', 'busier', 'than', 'anticipated', 'but', 'please', 'bear', 'with', 'them.', '-', 'dan\'""']","['84,""b\'@dazzykbelfast', 'apologies', 'darren,', 'busier', 'anticipated', 'please', 'bear', 'them.', '-', 'dan\'""']"
86,"85,""b'@gd_supersophe no problem jon, if you need anything else you know where we are. thanks. - dan'""","['85,""b\'@gd_supersophe', 'no', 'problem', 'jon,', 'if', 'you', 'need', 'anything', 'else', 'you', 'know', 'where', 'we', 'are.', 'thanks.', '-', 'dan\'""']","['85,""b\'@gd_supersophe', 'problem', 'jon,', 'need', 'anything', 'else', 'know', 'are.', 'thanks.', '-', 'dan\'""']"
87,"86,""b'@danbeattie hi dan, sorry that you were having issues getting through. can you please pop over to dm for me. thanks. - dan'""","['86,""b\'@danbeattie', 'hi', 'dan,', 'sorry', 'that', 'you', 'were', 'having', 'issues', 'getting', 'through.', 'can', 'you', 'please', 'pop', 'over', 'to', 'dm', 'for', 'me.', 'thanks.', '-', 'dan\'""']","['86,""b\'@danbeattie', 'hi', 'dan,', 'sorry', 'issues', 'getting', 'through.', 'please', 'pop', 'dm', 'me.', 'thanks.', '-', 'dan\'""']"
88,"87,""b'@junkkmale morning peter, what was the number that called you today? - dan'""","['87,""b\'@junkkmale', 'morning', 'peter,', 'what', 'was', 'the', 'number', 'that', 'called', 'you', 'today?', '-', 'dan\'""']","['87,""b\'@junkkmale', 'morning', 'peter,', 'number', 'called', 'today?', '-', 'dan\'""']"
89,"88,""b""""@mburn101 @haylzc6 hi burnie, apologies this is taking longer than anticipated if you'd like an update at any point\xe2\x80\xa6 https://t.co/k59broeyam""""""","['88,""b""""@mburn101', '@haylzc6', 'hi', 'burnie,', 'apologies', 'this', 'is', 'taking', 'longer', 'than', 'anticipated', 'if', ""you'd"", 'like', 'an', 'update', 'at', 'any', 'point\\xe2\\x80\\xa6', 'https://t.co/k59broeyam""""""']","['88,""b""""@mburn101', '@haylzc6', 'hi', 'burnie,', 'apologies', 'taking', 'longer', 'anticipated', 'like', 'update', 'point\\xe2\\x80\\xa6', 'https://t.co/k59broeyam""""""']"
