,text
218,"b""@pbprojects oooh they're amazing. sorry to interrupt peter but i can sniff a biscuit out from 150 miles away!!!! if\xe2\x80\xa6 https://t.co/bh12pmroig"""
219,b'@goangold hi lisa. have you updated the app or made any changes to either account at all? thanks nikki'
220,"b""@rolland_martin hi rolland, that doesn't sound very good. if you'd like to speak to me to explain what's happened p\xe2\x80\xa6 https://t.co/5tmgtrhi5q"""
221,"b""@maxhuntrods hi lisa-marie. i've replied to your dm now. thanks nikki"""
222,"b""@pjohnstonknight hi paul, i'm sorry you're not happy with the process of income validation. do you want to pop over\xe2\x80\xa6 https://t.co/wymsj3xjk7"""
223,"b""@torcorspro hi tori. as we can't view your account here on social media the best thing to do would be to give us a\xe2\x80\xa6 https://t.co/bc1nsz41fe"""
224,b'@786_khan_123 good afternoon. are you able to see both cards in there? thanks nikki'
225,b'@littleowlfury if you dm me i can call you to get that updated for you? thanks nikki https://t.co/mpqb4etryv'
226,"b""@rishiharani @mbna hi rishi, do you want to dm me more information about what's happening? thanks nikki https://t.co/mpqb4etryv"""
227,"b""@adamdavid21 hey adam, i think that the issue is down to the fact that there's hundreds of people logged into ticke\xe2\x80\xa6 https://t.co/pfzn5bvazb"""
228,"b""@jonny_rho hey jonny, happy birthday! i'm really sorry, i think the latency is off the back of a lot of people logg\xe2\x80\xa6 https://t.co/mngtoxvybw"""
229,"b""@adamdavid21 hey adam, with reference to your previous tweet to ticketmaster, i'm assuming that the issue is that a\xe2\x80\xa6 https://t.co/aefoc8xzqf"""
230,"b'@filliposmith hey phil, the only reason i can think of why this is happening is because of the amount of people log\xe2\x80\xa6 https://t.co/xpillrs83n'"
231,b'@jonnogrogg sorry about this - the only reason i can think of why this is happening is because of how many people w\xe2\x80\xa6 https://t.co/fi3km2lu7x'
232,"b'@jonnogrogg hey jonny, what happens when you try to put through the purchase? also, do you hold an account with us? corrina'"
233,"b""@jjaykayy i appreciate where you're coming from and i'm grateful for your feedback. please let your son know if he\xe2\x80\xa6 https://t.co/tbffa5ozmg"""
234,"b'@darrenupson ah ok, great. glad it\xe2\x80\x99s sorted :) andy.'"
235,b'@darrencraig72 hi darren. can i first check that you\xe2\x80\x99re using a uk personal barclaycard credit card to buy the tickets? andy.'
236,b'@wambampram hi there. can i check if you\xe2\x80\x99re using a uk personal barclaycard credit card to buy the tickets? andy.'
237,"b'@laddernacs if you drop us a dm, we\xe2\x80\x99ll explain how to get this stopped. andy.'"
238,b'@darrenupson hi darren. what exactly happens when it links to the site? are you getting any errors? andy.'
239,b'@sineadwithafada hi sinead. we can get this stopped. can you please pop over to dm and i\xe2\x80\x99ll explain how? andy. https://t.co/mpqb4etryv'
240,b'@geometricae hi there. can you drop me a dm so i can explain how to stop these?  andy. https://t.co/mpqb4etryv'
241,b'@rjukofficial hi ryan. can you pop over to dm and i\xe2\x80\x99ll explain how to get this stopped? andy. https://t.co/mpqb4etryv'
242,b'@egobreed hi russell. i noticed your tweet. i am sorry these keep coming through! we\xe2\x80\x99ll be able to stop them though\xe2\x80\xa6 https://t.co/rgzitnfcot'
243,"b'@solidsnakeoo7 hi amer. certainly is, what was it about? andy.'"
244,b'@jjaykayy hi there. if your son would like to stop receiving these he can give us his details here\xe2\x80\xa6 https://t.co/7ogecsdkdj'
245,b'@chuckle_hound hi there. what is it you\xe2\x80\x99re getting from us? is it marketing material? andy.'
246,"b""@miaacad i'd get in touch with ticket master so they can look into this for you, you can get them on 0333 321 9999. rachel"""
247,"b""@bennbo hey there :) i can point you in the right direction to stop this! could you pop over to dm with me and i'll\xe2\x80\xa6 https://t.co/rutn56wzhc"""
248,"b'@glassescraig hey craig, thanks for getting in touch about this! i can help put a stop to these letters :) if you p\xe2\x80\xa6 https://t.co/vi9xwhldpi'"
249,"b""@laddernacs hey there, sorry for the delay in getting back to you, we've been quite busy here today! how can i help\xe2\x80\xa6 https://t.co/iowbwptyqm"""
250,"b'@littleowlfury hey bex! congrats on your recent move, i hope it went nice and smooth for you :) have you got access\xe2\x80\xa6 https://t.co/79ivbfs9k7'"
251,"b""@miaacad maybe the team you spoke to are having issues but it would be ticket master that you'd be best to speak to\xe2\x80\xa6 https://t.co/q7lg92sfr4"""
252,"b""@debradoo65 as long as you pay it off next month it's all good!!! we all deserve a treat once in a while. :-)  thanks nikki"""
253,"b""@miaacad you'd need to speak to ticket master for help with that. can you confirm it's your personal uk credit card\xe2\x80\xa6 https://t.co/yv9i4fuuw9"""
254,"b""@debradoo65 hey deb, sorry to be nosey. but why can't all our customer's show us their spends!!! love that shirt!!! thanks nikki"""
255,"b""@estherplatten hi esther, we can help with information on how you can get those stopped. just dm me and i'll provid\xe2\x80\xa6 https://t.co/9qveuetvdo"""
256,"b""@miaacad that's not something i'm aware of. did you call ticket master on 0333 321 9999 rather than barclaycard cus\xe2\x80\xa6 https://t.co/ugf1igvmgj"""
257,"b""@tombrad95 you'd be best to speak to our applications team tom. their number is 0800 161 5286. alternatively i can\xe2\x80\xa6 https://t.co/nzn24lscux"""
258,"b""@saint_dean hey dean. if you come into dm i'll send you some information on how to do this. thanks nikki https://t.co/mpqb4etryv"""
259,b'@crackersltd hi there. can you confirm that you have a personal uk barclaycard credit card account? thanks nikki'
260,"b""@hongkonggraeme hi graeme, if you send me a dm i'll provide you some more info on how you can stop those offers. th\xe2\x80\xa6 https://t.co/mxbdsbu6go"""
261,"b""@bleedster hi virgil. it'd be best for me to take a look to see if i can see the reason first then we may need to g\xe2\x80\xa6 https://t.co/1sizyotwp2"""
262,"b""@mortimer_ryan @bbcwatchdog if you dm me ryan i'll reach out to a colleague and find the best way forward for you.\xe2\x80\xa6 https://t.co/jo6z4fuj9g"""
263,"b'\xf0\x9f\x8e\xb5 playing their biggest shows in over a decade, @thehoosiersuk bring their #greatesthits tour to @o2academynewc &amp;\xe2\x80\xa6 https://t.co/dgyp1rh5kj'"
264,b'@norfolkbea @prickles54 @provfin not at all bea. i needed you to send a dm so i could provide you details of how to\xe2\x80\xa6 https://t.co/9lgfrvnaam'
265,"b'@norfolkbea hi bea, if you drop me a dm i can let you know how you can get those stopped. thanks nikki https://t.co/mpqb4etryv'"
266,"b'@bearded_jamie hey jamie, thanks for your message and i appreciate it can be a little irritating continuously recei\xe2\x80\xa6 https://t.co/2brcj8koeb'"
267,"b""@mortimer_ryan @bbcwatchdog i appreciate this isn't ideal, ryan. what are the team explaining when you call? are th\xe2\x80\xa6 https://t.co/xgnpbpgpsy"""
268,b'@thearsenal0522 zeplin \xf0\x9f\x99\x8b\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f jay'
269,"b""@mortimer_ryan @bbcwatchdog that would be something that the team would need to address ryan. so sorry you're havin\xe2\x80\xa6 https://t.co/uwcpcuaphb"""
270,"b""@xwell hi ben, if you pop over to dm i'll send you details of how to stop those. thanks nikki https://t.co/mpqb4etryv"""
271,"b'@lloyd_bart hi lloyd, it has to be a barclaycard. sorry. thanks nikki'"
272,"b""@cathy_parson5 they definitely do cathy. if you dm me your query, postcode and phone number though i'll see what i\xe2\x80\xa6 https://t.co/wfdnhhqn2t"""
273,"b""@mortimer_ryan @bbcwatchdog hi ryan, you'd need to speak to our ppi team for some clarification on that. if you giv\xe2\x80\xa6 https://t.co/vtuabyn064"""
274,"b""@caitlinkalisz hi caitlin, is it a uk personal barclaycard credit card you're using? thanks nikki"""
275,"b""@errbig is it!!!! can you dm me a screenshot of what you're seeing eric? i've just checked and can see the details?\xe2\x80\xa6 https://t.co/mbqoojezhn"""
276,b'@siride @bcardbusiness can help with any queries relating to their service si. thanks nikki'
277,"b""@jdiddle4 hi there, if it's a barclays debit card you're using this will be the reason it's not working for you. ba\xe2\x80\xa6 https://t.co/q5ci9ygm3x"""
278,"b""@jdiddle4 hey there, thanks for your message and i'm sorry that you're having trouble. can you let me know if you'r\xe2\x80\xa6 https://t.co/5pqasczerv"""
279,"b""@laydee_chezella hi chez, i'd like to look to help you. are you able to pop into dm? jo https://t.co/mpqb4el2qt"""
280,"b'@786_khan_123 ok, so that\xe2\x80\x99s all good. you\xe2\x80\x99ll need to have a chat with the app help desk at this stage. if you can g\xe2\x80\xa6 https://t.co/qio3zgigdu'"
281,"b'@liam____jones hi liam. with barclaycard, you just pay one single non-sterling purchase fee of 2.99% when you pay o\xe2\x80\xa6 https://t.co/z5hkwuyqbi'"
282,"b'@786_khan_123 ok, thanks. it\xe2\x80\x99s usually a temporary thing and is sorted a few more attempts but it\xe2\x80\x99s been a bit too\xe2\x80\xa6 https://t.co/kk60kqtjz7'"
283,b'@786_khan_123 ah ok. you mentioned in your original tweet that the barclays app was working so i was assuming you h\xe2\x80\xa6 https://t.co/ddx09xkhih'
284,b'@edithlamprell ok. have you had any issues using your card anywhere else? andy.'
285,b'@786_khan_123 hi there. the barclaycard app and barclays app have now merged to be one so you only need to use one.\xe2\x80\xa6 https://t.co/n3gdavlizc'
286,b'@edithlamprell ah really. at what stage does this happen? andy.'
287,"b'@edithlamprell hi edie. are you still having issues with this? if so, could you try another browser to see if that works? andy.'"
288,"b'@mouthovthesouth hi elizabeth. what\xe2\x80\x99s happening when you try and register, are you getting any errors? i\xe2\x80\x99ll see if i can help. andy.'"
289,"b""@staceylian hey again stacey, hope you're having a good day? sorry you still haven't received your statements, i wo\xe2\x80\xa6 https://t.co/zx0slr21z1"""
290,"b""@rossabroad glad to hear they managed to get things sorted. if you've been able to log in you can send a secure mes\xe2\x80\xa6 https://t.co/pucf5hvz3n"""
291,"b""@rach933x hi rachel, i'll send you a dm as it's quite wordy. :-) thanks nikki"""
292,b'leeds 2020 #presale is on and you can get 10% off every presale ticket you buy: https://t.co/tagagtyqbo \xf0\x9f\x99\x8c \n\nthis cu\xe2\x80\xa6 https://t.co/nat6dkz88x'
293,b'@bemb0 @assassinseagull do you want to dm me a screenshot of what you see on the home screen when you first log in\xe2\x80\xa6 https://t.co/5ygycvecnx'
294,"b""@bemb0 @assassinseagull if you've an account with barclaycard then this should be showing, can you give the app tea\xe2\x80\xa6 https://t.co/0nghzoqp9o"""
295,b'@dorscany @cashplus @mastercarduk @mastercard @financialombuds okay this sounds like it may be a commercial card as\xe2\x80\xa6 https://t.co/mrqdtubbun'
296,"b'@bemb0 @assassinseagull okay that makes sense, as we are using the same app now you will see these options but they\xe2\x80\xa6 https://t.co/ba2ama2e1x'"
297,"b""@bemb0 @assassinseagull hey brendan, could you let me know what's happened with your app bud so i can see if i can help? - dan"""
298,"b""@dorscany @cashplus @mastercarduk @mastercard @financialombuds hi there. i'm sorry to hear this, can you please con\xe2\x80\xa6 https://t.co/xxv6fe7grh"""
299,"b'@assassinseagull ah okay, can you dm me so i can find out more about this. thanks nikki https://t.co/mpqb4el2qt'"
300,"b""@graemew75 hi graeme, not that i'm aware of. if you dm me more information i can look into it for you. thanks nikki https://t.co/mpqb4etryv"""
301,"b""@jardinierechef hi simon, there's no email i'm afraid but you can call us on +441604230230 and the team will get yo\xe2\x80\xa6 https://t.co/utcqomt2xg"""
302,"b""@assassinseagull ah no!!! i'd give the team a call to get this sorted on 0333 202 1035 or i can call you and connec\xe2\x80\xa6 https://t.co/xnokqjexhh"""
303,b'reading 2020 #presale is now on and you can get 10% off every presale ticket you buy: https://t.co/tagagtyqbo \xf0\x9f\xa4\xa9 \n\nb\xe2\x80\xa6 https://t.co/c7h3omzkql'
304,b'@kay_teaaaa i don\xe2\x80\x99t mind. always looking for people in need! do the payments appear to leave by direct debit and th\xe2\x80\xa6 https://t.co/ny9rnqx5p9'
305,"b'@alexkharvey ok, you\xe2\x80\x99ll need to have a chat with @askbarclaysus monday to friday 9am-5pm est about this one. andy.'"
306,b'@alexkharvey hi harvey is this a card held with barclays in the us? andy.'
307,b'@riessfernandes hi riess. can i check if you are a customer of ours and are you able to log into the web site? andy.'
308,b'@petsco hi pete. i can see you\xe2\x80\x99re speaking with ao already. if three payments hit the statement then we can certain\xe2\x80\xa6 https://t.co/kmifstu5n3'
309,b'@24_7electrical hi there. i am sorry you\xe2\x80\x99ve not had a refund yet. when did you last hear from us about this and what were you told? andy.'
310,b'@assassinseagull oh dear.  this is likely because the old registration is still in the background blocking it. if y\xe2\x80\xa6 https://t.co/amfn65f1wx'
311,b'@staceylian hi stacey. when did you order them? they should take between 3 and 5 working days to come through. has it passed this? andy.'
312,b'@assassinseagull hi seagull. it may well be the fact that the app is not designed for birds. how long has this been\xe2\x80\xa6 https://t.co/9va6htcfrb'
